"kMEblack"	"kMEgreenyellow"	"kMEmagenta"	"kMEpink"	"kMEpurple"
"TRINITY_DN3853_c0_g1_i3"	-0.425662205887654	0.540715975570043	0.249314608464908	-0.25302324647296	0.490176615241581
"TRINITY_DN3857_c0_g1_i2"	-0.709210531344025	-0.437052070224761	0.359758942023078	0.420781671092392	0.868205652719954
"TRINITY_DN3845_c0_g1_i1"	-0.812234856369036	0.027661137723559	0.406444444459726	0.400705250156736	0.656981858022805
"TRINITY_DN3845_c0_g1_i2"	-0.858230085012116	-0.061678340411791	0.358380324870786	0.334810160147026	0.964364678338654
"TRINITY_DN3845_c0_g1_i3"	-0.887894952874239	-0.0348809763555107	0.491214491410637	0.313922778616995	0.879656825824431
"TRINITY_DN3845_c1_g1_i1"	-0.245573229554692	0.0760691123846489	0.0388687327086637	0.0732320071414328	0.63368244820985
"TRINITY_DN3815_c0_g2_i3"	-0.312615934216328	-0.123038876905146	-0.236187358411829	0.434975836591908	0.556061550262192
"TRINITY_DN3829_c0_g1_i1"	-0.843169018785098	-0.156662682480288	0.366863635852692	0.431749888473433	0.986015119608175
"TRINITY_DN3863_c0_g1_i1"	-0.18905734627664	0.157016131552793	-0.0670468602743776	-0.0829532714570075	0.593461024802294
"TRINITY_DN3856_c0_g1_i1"	-0.787207547811265	-0.136852642550669	0.412122657975215	0.148982645483777	0.793337561965912
"TRINITY_DN3856_c0_g2_i1"	-0.561526908012556	-0.16187815402088	-0.0292393901529279	0.558038229104752	0.721889514610233
"TRINITY_DN3882_c0_g2_i1"	0.58237040473013	-0.0463471977850569	-0.303015997804759	-0.319173528651372	-0.536110793407358
"TRINITY_DN3882_c0_g2_i2"	0.723620218512014	-0.155371811310795	-0.174401065791007	-0.217152772058746	-0.494047948991919
"TRINITY_DN3893_c0_g1_i1"	-0.814044969609301	-0.141918495733367	0.35256150725948	0.301599922716097	0.960971736046404
"TRINITY_DN3871_c0_g2_i2"	-0.640865529347683	-0.28863234631475	0.28043155991922	0.193172308914146	0.940816267161021
"TRINITY_DN3861_c0_g4_i2"	0.778995330186112	0.219764194480604	-0.454076988868584	-0.341951584887924	-0.648796574815945
"TRINITY_DN3895_c0_g1_i1"	-0.664145662297247	-0.317894856754963	0.263423155513855	0.40752535306864	0.938369152090844
"TRINITY_DN3843_c0_g1_i1"	-0.635105417939144	0.0390384225695708	0.613846833006121	0.244112161866859	0.555210994472726
"TRINITY_DN3843_c0_g1_i2"	-0.787018332305285	-0.0795963729199998	0.502242029285926	0.354073628737539	0.934984144893907
"TRINITY_DN3841_c0_g1_i6"	0.818755464148062	0.234827693625397	-0.590053681022674	-0.198160379208914	-0.459952548408157
"TRINITY_DN3831_c0_g1_i1"	-0.692619285432576	-0.0455336807973094	0.475689073745957	0.00260468906380038	0.414064497359518
"TRINITY_DN3872_c0_g1_i1"	-0.642040699978544	-0.221327308945783	0.312874109806561	0.187017229194455	0.952142235743181
"TRINITY_DN3859_c0_g1_i2"	-0.564160817640645	-0.0973214759803982	0.403938371065509	0.256085016208433	0.345993558907261
"TRINITY_DN3820_c1_g1_i1"	-0.668636400423428	-0.150717298331418	0.357120871871772	0.178267444536023	0.968136146272526
"TRINITY_DN3873_c0_g1_i6"	-0.864058207541691	-0.356268336413025	0.522597837583774	0.485029988310981	0.559691837973604
"TRINITY_DN3842_c0_g1_i14"	0.368148999753915	0.152948680479053	0.160038283783043	-0.520259383668607	-0.261214543032468
"TRINITY_DN3868_c2_g1_i1"	0.924944356272647	0.0485107042028739	-0.529591869121036	-0.598801874862295	-0.62571226747821
"TRINITY_DN3868_c2_g1_i15"	0.843694514822897	0.0845747929105113	-0.325012209261343	-0.342156136865628	-0.582282197914207
"TRINITY_DN3868_c2_g1_i17"	0.94997686795113	0.0511490719711467	-0.443752306073671	-0.623277560519113	-0.653890891706573
"TRINITY_DN3868_c2_g1_i19"	0.969324165251279	0.0121283913640225	-0.50964371564342	-0.551259269363855	-0.755012575837815
"TRINITY_DN3868_c2_g1_i23"	0.94594650704569	0.0887828617658884	-0.51814344562471	-0.634111865000272	-0.663904295007957
"TRINITY_DN3868_c2_g1_i26"	0.599821250170688	-0.0179588903403723	-0.340228467636422	-0.380245047415665	-0.685596527942702
"TRINITY_DN3868_c2_g1_i5"	0.868149736791937	0.120895485643663	-0.336780198958487	-0.352836559006658	-0.577310661106995
"TRINITY_DN3868_c2_g1_i7"	0.881313450119033	-0.00756503175750194	-0.431891348909834	-0.457315354989037	-0.48294863305939
"TRINITY_DN3868_c2_g1_i9"	0.923246438097779	0.113271374099488	-0.571405612482506	-0.608469969310229	-0.62896212014022
"TRINITY_DN28056_c0_g1_i1"	0.378482258789323	0.234388101503073	-0.167618641918597	-0.206607393872506	-0.459107237269765
"TRINITY_DN28056_c0_g1_i2"	0.393947163604807	0.375651664854299	-0.166385033210059	-0.242645461484123	-0.48768141095949
"TRINITY_DN11603_c0_g1_i9"	0.375025493193274	-0.293575048334012	0.0887061624406344	-0.158302023166253	-0.05994804349542
"TRINITY_DN11606_c1_g2_i1"	0.747254897054365	0.073592316857144	-0.569500848764997	-0.154974300575106	-0.582120375733329
"TRINITY_DN11628_c1_g1_i2"	0.833137005734022	0.340940715860214	-0.414808117732771	-0.332574312680952	-0.535681452496698
"TRINITY_DN11627_c0_g1_i1"	0.0576050527061759	-0.0278430507790156	-0.399778120087019	-0.0285095026172499	0.0853968986606884
"TRINITY_DN11627_c0_g1_i2"	0.729942824466792	-0.0660538223447508	-0.216754666300822	-0.257612646323903	-0.380195257646694
"TRINITY_DN11627_c0_g1_i3"	-0.76796063291782	-0.0612609215079661	0.417074867084637	0.115657842710034	0.875364963435799
"TRINITY_DN11684_c0_g1_i3"	-0.480885219896027	-0.216002749313844	0.0325440536025279	0.273242392701235	0.816285137689793
"TRINITY_DN11613_c0_g1_i2"	-0.811062179543276	-0.264143538843768	0.259782488410179	0.489186216924068	0.939832615701914
"TRINITY_DN11613_c1_g2_i1"	-0.626456997931321	-0.0950091347502745	-0.0072674670911376	0.447651223692566	0.698956163737412
"TRINITY_DN11671_c0_g1_i1"	-0.810030609353761	-0.0495352392482179	0.379617306102696	0.353937756542506	0.939987485236246
"TRINITY_DN11651_c0_g3_i1"	0.940685148730817	0.192663928197846	-0.397007513030676	-0.424832829422619	-0.772904078350387
"TRINITY_DN11651_c0_g1_i3"	0.946661320884771	0.108674379571839	-0.464047908927614	-0.508351340056866	-0.775458937067994
"TRINITY_DN11697_c0_g1_i10"	0.849810467964257	0.0509915462193705	-0.316134747685813	-0.332903140774589	-0.648820909479915
"TRINITY_DN11697_c0_g1_i12"	0.438099039443401	0.0215570063034814	-0.0380516583460992	-0.366496799820346	-0.562087303993533
"TRINITY_DN11697_c0_g1_i2"	0.121140022101741	-0.417019924654833	0.23761223687336	-0.477824311465797	-0.208581104391147
"TRINITY_DN11686_c0_g1_i10"	-0.735206022545146	-0.219511393602862	0.296189153289574	0.323943730720282	0.955430405883835
"TRINITY_DN11678_c0_g3_i1"	0.787796722377597	0.288064089226441	-0.434557242033112	-0.304176689922294	-0.410206972465087
"TRINITY_DN11682_c0_g1_i1"	-0.501473243121402	-0.291557397763208	-0.220519601885201	0.446836001398956	0.77046594195289
"TRINITY_DN11616_c0_g4_i1"	0.945041312997293	0.157098836466365	-0.401706254534634	-0.439810304644472	-0.919217233007298
"TRINITY_DN11616_c0_g3_i1"	0.719463346287243	0.230705159731804	-0.579763639080721	-0.443504828064241	-0.756476348824362
"TRINITY_DN11641_c0_g1_i1"	-0.546018445275816	0.0627422653623173	0.65461572803387	0.194133444924741	0.680472096534312
"TRINITY_DN11638_c0_g1_i10"	-0.511365308898709	-0.351447785316033	0.0715273384884884	0.180063282846591	0.681662734283974
"TRINITY_DN11643_c0_g1_i1"	-0.549640051822364	-0.442209001399227	0.269423001024324	0.117753587669855	0.807851246803381
"TRINITY_DN11661_c1_g4_i1"	0.464029941152734	-0.144005446561442	-0.275727422149173	-0.386062002791576	0.00131898760440986
"TRINITY_DN11685_c1_g1_i1"	-0.412461648663535	0.053963110105888	0.15652420956764	0.698989442735131	0.192873675442707
"TRINITY_DN11692_c0_g1_i4"	0.35189322762569	0.146869707026339	-0.25255965477236	-0.258955510143969	-0.635911276051803
"TRINITY_DN11692_c0_g1_i5"	0.0581813007034152	-0.17931677075945	0.374044942796047	-0.683104679186994	-0.109546194786945
"TRINITY_DN11692_c0_g1_i7"	0.0435337351234441	-0.0869870046036022	-0.0175696055624859	-0.252841574549206	0.14732204050702
"TRINITY_DN11690_c0_g1_i4"	-0.439614096318309	-0.174358082476493	0.903161398809598	-0.0331457522533293	0.267676294386447
"TRINITY_DN11690_c0_g1_i5"	-0.496146859974923	-0.0462624427652065	0.998802233939718	0.0017313546302303	0.368980964225855
"TRINITY_DN11690_c0_g1_i6"	-0.505476247195925	0.106168684445027	0.958866566535878	0.0369562884808705	0.421468810078741
"TRINITY_DN11690_c0_g1_i7"	-0.484425278571513	-0.0815007160147501	0.976973018164269	0.0746714611698494	0.382222345718657
"TRINITY_DN11690_c0_g1_i8"	-0.560595871145536	-0.161484063387774	0.957513581935782	0.214478098438219	0.369247514971279
"TRINITY_DN11668_c0_g1_i1"	-0.283013167453512	0.0512883060143165	-0.0553500390591405	0.128557097785903	0.690893818361902
"TRINITY_DN11615_c2_g1_i2"	-0.573604528574906	-0.11461755811307	0.23794026696753	-0.048962477626159	0.582422469337206
"TRINITY_DN11615_c2_g1_i9"	-0.801128741839244	-0.261581094294632	0.346554933900212	0.421229447808354	0.742641395116249
"TRINITY_DN11652_c0_g2_i1"	0.664231202379012	0.407024355729464	-0.523559461563135	-0.513367633977947	-0.689798349759116
"TRINITY_DN11662_c0_g2_i1"	0.802342600164234	0.383373837121588	-0.503952455895621	-0.361682707311293	-0.505206320511318
"TRINITY_DN11662_c0_g2_i2"	0.882736675197197	0.247620185487293	-0.6104679332536	-0.31544408105245	-0.535730074104296
"TRINITY_DN11662_c0_g2_i3"	0.921129732772181	0.305248078212011	-0.404182936019968	-0.395244030450041	-0.71004750034883
"TRINITY_DN11647_c0_g2_i1"	-0.62913644896021	-0.0251857953281368	0.481779724216536	0.218398748328597	0.783221002348
"TRINITY_DN11642_c1_g1_i1"	0.790941597179796	-0.0145484280452171	-0.534595808208691	-0.452178725702177	-0.555063444560221
"TRINITY_DN11642_c1_g1_i2"	0.583275912562107	0.065534691091935	0.0291857240087495	-0.572796264032026	-0.250660034177367
"TRINITY_DN11642_c1_g1_i3"	0.662081656302812	0.181208761916755	-0.64034985781025	0.0896895235862375	-0.540652158788576
"TRINITY_DN11642_c1_g1_i4"	0.791122789837046	0.215302593881311	-0.123770148671969	-0.293909630228224	-0.591418217967139
"TRINITY_DN11646_c1_g1_i1"	0.19460872827202	-0.151485963476658	-0.308290276400927	0.372844685054646	0.180933575316861
"TRINITY_DN11695_c0_g1_i1"	-0.86575824120472	-0.0750647338242315	0.422220227428032	0.451925245591981	0.906752682470577
"TRINITY_DN2973_c0_g1_i1"	-0.695281649613291	0.0369170988155202	0.548413680609191	0.213166543358588	0.544577632534614
"TRINITY_DN2946_c0_g3_i1"	-0.478810783285616	-0.128403430789297	-0.0515603593005911	0.986281117125606	0.283230928842313
"TRINITY_DN2946_c0_g1_i1"	-0.624673335337668	-0.152532411134019	0.304019808850105	0.906344450711598	0.386313320181767
"TRINITY_DN2983_c0_g1_i2"	-0.782349674921895	-0.228278581127978	0.371101641846129	0.222527831268508	0.971092279103887
"TRINITY_DN2930_c0_g1_i1"	-0.62240587539263	-0.0384190182658654	0.30117614833035	0.486051428022817	0.88607024712789
"TRINITY_DN2924_c2_g1_i1"	-0.553177279547127	-0.26838658394799	0.00107580131824722	0.43785433454964	0.835228749448401
"TRINITY_DN2959_c1_g1_i7"	0.754400467212266	0.120927856348869	-0.192794605141251	-0.461032352884796	-0.957580950328721
"TRINITY_DN2980_c0_g1_i10"	-0.0193984437132808	0.115076583244998	0.544136193357482	-0.280830256860125	0.00364686836121439
"TRINITY_DN2980_c0_g1_i2"	-0.164964140133491	0.0801719111344188	-0.134688596603582	-0.363496732556813	0.283473158371046
"TRINITY_DN2956_c1_g1_i14"	0.768933185022785	0.148385422337559	-0.446827595168106	-0.0593010453393499	-0.73511627241779
"TRINITY_DN2956_c1_g1_i17"	0.441706508447378	0.0471097888308414	-0.624385307693889	0.19763774261665	-0.134288738445021
"TRINITY_DN2956_c1_g1_i6"	0.391748689134581	-0.399135898544575	-0.415362622690109	0.225863183599964	-0.124422028965478
"TRINITY_DN2944_c0_g1_i1"	-0.731578319084297	-0.00809630042762919	0.29522608884297	0.296885630496636	0.804028883367889
"TRINITY_DN2954_c0_g1_i1"	-0.688817538458273	-0.21636419391242	0.271453939126459	0.348382181584126	0.921467005445377
"TRINITY_DN2990_c0_g1_i4"	-0.246396085995165	-0.0275809195359934	0.175616313793956	0.10034186930454	0.610459721384982
"TRINITY_DN2940_c0_g1_i1"	-0.746174800597392	-0.16437307650131	0.379864373637286	0.282424752307277	0.984725253043619
"TRINITY_DN2958_c0_g2_i3"	-0.706374739386848	-0.0640342014063452	0.47967189639012	0.246859440016887	0.950924814918344
"TRINITY_DN2950_c0_g1_i1"	-0.686373786013716	-0.122278141065725	0.368758635764273	0.0625104547906914	0.930384836844485
"TRINITY_DN2987_c0_g1_i2"	-0.273180858593775	0.0506800710982379	0.0831056200254633	0.0163092049764859	0.667037694259033
"TRINITY_DN2964_c0_g1_i1"	-0.863311066199422	-0.121651720411678	0.358533957799024	0.359876980140794	0.892351746814806
"TRINITY_DN2964_c0_g1_i5"	-0.831916445889556	-0.157831219399422	0.322235698514881	0.322661393420689	0.927717639905241
"TRINITY_DN2941_c0_g1_i1"	-0.606732339805575	-0.0205284929897572	0.248579850318982	0.298796832491223	0.905218373480852
"TRINITY_DN2986_c0_g1_i2"	-0.84406533078558	-0.137504004871317	0.300311091204758	0.379967012352717	0.969140181437014
"TRINITY_DN2904_c0_g1_i10"	-0.830165121870863	-0.0228528418589594	0.342170418305194	0.404259823539801	0.930047427807732
"TRINITY_DN2904_c0_g1_i12"	-0.464891134978348	-0.164049065502461	0.452239505805473	0.532795962833671	0.284141466775246
"TRINITY_DN2904_c0_g1_i17"	-0.796563812937637	0.140660858197872	0.386302961675491	0.241599822548237	0.892221740411351
"TRINITY_DN2904_c0_g1_i18"	-0.493303586827358	-0.0650468813522223	0.424430932068749	0.028163365290673	0.415155872941837
"TRINITY_DN2904_c0_g1_i19"	-0.660203438187417	-0.0491151803137556	0.0801700396691391	0.617626290890687	0.570152931516508
"TRINITY_DN2904_c0_g1_i20"	-0.271274766871917	0.115329461147535	0.288470844750744	0.34400591136612	0.340820141474573
"TRINITY_DN2904_c0_g1_i3"	-0.796563812937637	0.140660858197872	0.386302961675491	0.241599822548237	0.892221740411351
"TRINITY_DN2904_c0_g1_i6"	-0.847965308773752	-0.000531553367090598	0.357604440751898	0.446022738733946	0.928403601235269
"TRINITY_DN2904_c0_g1_i8"	-0.151522605602955	0.440403504194991	-0.23388332826036	-0.170704632877867	0.286003108024898
"TRINITY_DN2904_c0_g1_i9"	-0.753006481110639	-0.0983752716554863	0.216394189608491	0.828207250210508	0.644688719577841
"TRINITY_DN2957_c0_g1_i3"	-0.315433895775992	0.0771260124816297	-0.161089746834299	0.291780093750785	0.692754873499515
"TRINITY_DN2926_c0_g1_i1"	-0.447194350441183	-0.0744411773165696	0.095456778049817	0.0659850505086877	0.859128168933573
"TRINITY_DN2970_c0_g1_i2"	-0.94753579575273	-0.0958809533479578	0.479031218111715	0.482858391665569	0.824715535343674
"TRINITY_DN2970_c0_g1_i5"	-0.876828921047815	0.0197374128131646	0.494581874503137	0.225859905257577	0.776776484088178
"TRINITY_DN2970_c0_g1_i6"	-0.764574337639573	-0.116025870229876	0.289553983332018	0.253234885352892	0.879566968937022
"TRINITY_DN2974_c0_g1_i2"	-0.818735577345795	-0.187854486442415	0.275344443888831	0.435270643007831	0.644064233327294
"TRINITY_DN2974_c0_g1_i4"	-0.562622759607443	-0.185984024810696	-0.0691856728917626	0.432040874629285	0.709148257805312
"TRINITY_DN2974_c0_g2_i1"	0.401091648799867	0.0608270804966633	-0.288605711182986	-0.432931794147885	-0.35453344536176
"TRINITY_DN2991_c0_g1_i1"	-0.49341326050677	-0.238424090904675	-0.158596332487118	0.39926466271243	0.676093313781235
"TRINITY_DN2991_c0_g1_i2"	-0.621830512735351	-0.124737285412865	-0.0480914212028093	0.439453072686857	0.83661534901176
"TRINITY_DN2999_c0_g1_i19"	0.578114000435476	-0.0278162027564563	-0.211249626632009	-0.399864823103422	-0.529305724377924
"TRINITY_DN2999_c0_g1_i6"	-0.938519617282862	-0.0991354310212778	0.34644777153585	0.504810786026794	0.872932292895881
"TRINITY_DN2994_c0_g1_i4"	-0.458934557605513	0.630300255132777	0.330129854562634	0.0649398533567076	0.484685128914111
"TRINITY_DN2900_c0_g1_i5"	-0.184535522673674	0.164795462937452	-0.300577214363655	0.463759457466751	0.130320320260225
"TRINITY_DN2900_c0_g1_i8"	-0.131504257857035	-0.259330383760424	0.688251367241633	-0.203931125879782	0.242712249812518
"TRINITY_DN2913_c0_g1_i1"	0.830256855451922	0.0752295686545804	-0.399166358360758	-0.545680105491106	-0.386678837026793
"TRINITY_DN2913_c0_g1_i2"	0.775556848333807	-0.182847813890101	-0.573006568626071	-0.36153029488785	-0.735647949166646
"TRINITY_DN2931_c0_g1_i4"	0.668506366577022	-0.090602611276751	-0.523409134206622	-0.369360700452376	-0.362420702091829
"TRINITY_DN2997_c0_g1_i2"	-0.508251064935806	-0.129239091768922	0.0514742798756761	0.221618016748147	0.839821610173825
"TRINITY_DN2942_c0_g1_i1"	-0.882707855976925	-0.0834055080915566	0.255113270868595	0.387524700568524	0.855678006001349
"TRINITY_DN2993_c0_g4_i1"	-0.832648028285697	-0.216859079318764	0.438316512182704	0.305685961347998	0.897385523444133
"TRINITY_DN2993_c0_g1_i5"	-0.87103787677003	-0.0955083837489511	0.663855533983684	0.27863536415554	0.699302609118419
"TRINITY_DN2916_c1_g1_i1"	-0.426731433156908	-0.21157292770188	0.497476259496991	0.0963172057750076	0.732385889604324
"TRINITY_DN19015_c3_g1_i1"	-0.330080732487968	0.0962437127070808	0.351422924054098	-0.22615189423069	0.53216323168232
"TRINITY_DN19015_c2_g1_i1"	-0.120774955384365	0.122801776231374	0.523492482390239	-0.448897700292319	-0.0203742545771964
"TRINITY_DN18923_c0_g1_i3"	-0.819364158810523	-0.199452483574071	0.357447891864906	0.233474217066266	0.969836720951709
"TRINITY_DN18923_c0_g1_i6"	-0.456470051574531	0.0212478456147456	0.241352662680449	-0.00302076664015724	0.60951355977742
"TRINITY_DN18923_c2_g1_i1"	-0.752210713912439	-0.163536790320992	0.369667157055618	0.228997853474343	0.967314968223276
"TRINITY_DN18929_c0_g1_i2"	-0.77768033527623	-0.253683950290987	0.244919317667883	0.463667025639196	0.947902082391803
"TRINITY_DN18929_c0_g1_i3"	-0.632994959637718	-0.485782694114566	0.204325447523199	0.345362737239029	0.790410418216609
"TRINITY_DN18931_c0_g1_i1"	-0.732624686119762	-0.100927196733166	0.511648633630076	0.227277397900285	0.922213847395938
"TRINITY_DN18931_c1_g1_i1"	-0.664334399700325	-0.080758980030862	0.339492437255198	0.287470857847261	0.95519656153243
"TRINITY_DN18971_c0_g1_i1"	-0.429729050229167	0.359681823634029	0.389486535461327	0.103399830497615	0.436670291537489
"TRINITY_DN19013_c0_g1_i1"	0.436247001037634	-0.391746248055268	-0.237936997919381	0.00333491855727745	-0.104220684821157
"TRINITY_DN18926_c1_g1_i1"	-0.813624166741953	-0.154464227506858	0.371800667089941	0.385843780748906	0.958801550476087
"TRINITY_DN19011_c0_g1_i2"	0.834537089543206	0.481209285286099	-0.379564665166717	-0.518512066699038	-0.616643957568838
"TRINITY_DN18960_c0_g1_i1"	0.353100282277319	-0.0534372077099604	0.466251413522257	-0.539312692185328	-0.136898619210002
"TRINITY_DN18960_c0_g1_i2"	0.821324376867155	0.200050113640107	-0.365633565125501	-0.766657706718683	-0.775097327386116
"TRINITY_DN18985_c0_g1_i1"	-0.827110376306681	-0.0847068727702143	0.316169342052216	0.462213874664569	0.923626493074658
"TRINITY_DN18985_c6_g1_i1"	-0.7623970156932	-0.163278092323179	0.414218676238653	0.292575901484661	0.956821523132053
"TRINITY_DN18965_c0_g3_i1"	0.851585566544245	-0.00598156089874618	-0.443350594400433	-0.498256140665778	-0.836935736655585
"TRINITY_DN18965_c0_g1_i1"	-0.420287792483959	0.0483418135884559	0.354503243725709	0.668178219986933	0.415200387601835
"TRINITY_DN18965_c0_g2_i3"	0.639439499305133	-0.064037519964869	-0.261269337060277	-0.170010175127015	-0.642774679875583
"TRINITY_DN18975_c0_g1_i1"	0.0559837286929178	-0.429619468339825	-0.0291605634242893	0.0981707475705897	0.202768383912584
"TRINITY_DN18944_c1_g1_i1"	-0.0284487300284069	0.303514201439525	0.0704446987848281	-0.264981051099601	0.449465752087952
"TRINITY_DN19014_c0_g1_i1"	0.815747578698489	-0.319199095906048	-0.570804051846918	-0.350094744569858	-0.576835507665306
"TRINITY_DN19014_c0_g1_i3"	0.890934406700475	0.124167058036119	-0.278714955309258	-0.541219672412282	-0.80174868639694
"TRINITY_DN18937_c0_g1_i3"	0.870001299034639	0.116327449023307	-0.576658797131506	-0.300839069455205	-0.820904181326384
"TRINITY_DN18937_c0_g1_i4"	0.785253196250928	0.140301756231466	-0.281681731736116	-0.666977385329162	-0.743801356660851
"TRINITY_DN18937_c0_g1_i5"	0.826468001784563	0.0429644129934417	-0.200180023826726	-0.629106827954908	-0.795361176386302
"TRINITY_DN18947_c0_g1_i1"	0.94847734436243	0.0706202003761544	-0.530484628669249	-0.560854716047974	-0.715669476138513
"TRINITY_DN9617_c0_g1_i1"	0.82790688709558	-0.107384032412413	-0.619968437449627	-0.462822697466054	-0.819051205951932
"TRINITY_DN9617_c2_g1_i1"	0.633811870088381	0.0164597223620974	-0.38221175122901	-0.550257097760719	-0.748560402664801
"TRINITY_DN9635_c0_g2_i1"	-0.3968001846099	-0.348234121109687	0.254534945376095	-0.00973563260824591	0.770677036285758
"TRINITY_DN9645_c0_g1_i1"	0.849149655509837	0.255268988237737	-0.388670136713207	-0.383268128879384	-0.689291490508791
"TRINITY_DN9645_c1_g1_i2"	0.88287679471301	0.236786301294508	-0.578018366354133	-0.335322137320081	-0.70433129121143
"TRINITY_DN9680_c0_g1_i11"	-0.183859692226995	0.296713692030089	0.266341158656649	-0.227927812792121	0.227501927549045
"TRINITY_DN9680_c0_g1_i13"	-0.565250573244449	-0.130145913615967	0.358434564525057	0.173262494662054	0.886701566244019
"TRINITY_DN9680_c0_g1_i5"	-0.028332443606771	0.166339762749466	0.246411430713791	0.0128772208876369	-0.167204744456181
"TRINITY_DN9680_c0_g1_i7"	0.137056185827441	0.0131743900439549	-0.59461930317035	0.293753499925179	0.0560538477156873
"TRINITY_DN9669_c1_g3_i2"	0.887837418852253	0.117497148984673	-0.379813470535983	-0.417704226205177	-0.943536814064555
"TRINITY_DN9637_c1_g1_i4"	0.123353272670951	0.0786024114958925	-0.274249131154531	0.207374481623919	-0.477035384987012
"TRINITY_DN9637_c1_g1_i6"	-0.633781761505371	-0.189002490151925	0.509669724472231	0.205131077297529	0.817808861636468
"TRINITY_DN9663_c0_g2_i2"	0.612276911304244	0.102104210274149	-0.364930277936012	-0.544426999923254	-0.70093701586569
"TRINITY_DN9663_c0_g2_i3"	-0.17292877282644	-0.00857582434407937	-0.160125700102049	0.418965642603856	-0.225697358974395
"TRINITY_DN9647_c2_g1_i1"	-0.449723668271053	0.242605497319406	0.349668608057453	-0.15089648619712	0.313744446935548
"TRINITY_DN9651_c0_g1_i1"	-0.151751212349754	-0.158060635682468	-0.350058516558156	0.776314146130454	0.126715051488578
"TRINITY_DN9651_c0_g1_i2"	0.925513748590695	0.254573709828683	-0.392782335401825	-0.487693885515499	-0.598366092277464
"TRINITY_DN9697_c0_g2_i1"	-0.725139944825971	-0.115063831031497	0.397117377076392	0.416750138213735	0.930297900096568
"TRINITY_DN9657_c2_g1_i1"	-0.690004234613433	-0.0884995064422635	0.338510151483661	0.314737933680951	0.965208234025767
"TRINITY_DN9657_c2_g1_i2"	-0.849410906782947	-0.167390549962269	0.446480875215778	0.516395357008426	0.924496706397312
"TRINITY_DN9657_c0_g1_i1"	-0.86285306982085	-0.245667192155278	0.372411758317228	0.311436343210239	0.939162154794528
"TRINITY_DN9606_c0_g1_i2"	0.89168961271387	0.198828186057526	-0.615553828737402	-0.347404971753232	-0.604088039731967
"TRINITY_DN9684_c0_g1_i1"	0.542469420853005	0.217098584968852	0.0966760404531065	-0.522677572463761	-0.388092959843718
"TRINITY_DN9613_c1_g1_i1"	0.240980855089194	0.279877915324536	-0.0172002660707309	-0.654376743797131	-0.32680383953799
"TRINITY_DN9613_c0_g1_i2"	-0.462265274398295	-0.391671618910447	0.345977777796747	0.0099779210087954	0.590224470590963
"TRINITY_DN9610_c0_g1_i1"	-0.8193607729319	-0.274128293214456	0.334862094256935	0.411382421721895	0.972887639967156
"TRINITY_DN9655_c0_g1_i6"	-0.243175299419191	0.23527856890004	0.494155399665915	-0.270658769283529	0.159740921314176
"TRINITY_DN9655_c1_g1_i1"	0.686076669100945	0.111096599676228	-0.545967533972864	0.0661694044199793	-0.443023981509963
"TRINITY_DN9603_c0_g1_i1"	0.895731887958589	0.108140554164851	-0.710514873784342	-0.375689888875204	-0.734807629603994
"TRINITY_DN9603_c1_g2_i1"	0.1692275512645	0.263883803916289	0.241172347279713	-0.525120301903907	0.0883167478758343
"TRINITY_DN9616_c0_g1_i8"	-0.54087100451228	-0.221461280591769	-0.0480946393695654	0.484552221703758	0.787466310860249
"TRINITY_DN9659_c0_g1_i4"	0.359248878612261	0.202162861631537	-0.370163488683379	-0.000745268607868277	-0.0386821666909869
"TRINITY_DN9659_c1_g1_i1"	-0.542790394228103	-0.141823245271112	-0.0679699243363767	0.455657079152283	0.780371996880999
"TRINITY_DN9673_c2_g1_i1"	0.809535282946661	0.0323085809921219	-0.221889384266203	-0.288762736553048	-0.905370383504258
"TRINITY_DN9673_c1_g2_i1"	-0.519959595764689	-0.649468521061879	0.420276454388818	0.310342113383538	0.613528364541914
"TRINITY_DN9621_c0_g5_i1"	0.2553319031626	-0.20798849998372	-0.356174167946683	-0.280381106714116	-0.062493013726439
"TRINITY_DN10889_c7_g1_i1"	0.641001699935775	0.0105676810995942	-0.166453648072767	-0.704286382273112	-0.39568205315051
"TRINITY_DN10889_c0_g1_i10"	-0.710548903236258	-0.158678292925831	0.24472875635418	0.232075028392273	0.921651790232188
"TRINITY_DN10889_c0_g1_i14"	-0.818394417831852	-0.325958427310344	0.342654807804424	0.416087153075684	0.966136231752675
"TRINITY_DN10889_c0_g1_i15"	-0.70225586507997	-0.255471807749704	0.284869685482502	0.224077907534163	0.932641835238351
"TRINITY_DN10819_c0_g1_i1"	-0.903551997669966	-0.139008311837594	0.344870924125813	0.426664029085502	0.905188959749438
"TRINITY_DN10810_c0_g1_i1"	-0.485267060355686	-0.0463669934083509	0.966859872768708	0.0588578572829592	0.399953137445063
"TRINITY_DN10839_c0_g1_i3"	-0.772455127607595	-0.329121229245047	0.336186876201105	0.416164991533201	0.936020277923012
"TRINITY_DN10839_c0_g1_i4"	0.0951675598667159	-0.044829515848425	-0.142635037056299	0.0563623772411694	0.032863298203853
"TRINITY_DN10839_c0_g1_i5"	-0.787497130341978	-0.33154330767842	0.42347188211796	0.271315400018281	0.795568795748334
"TRINITY_DN10890_c1_g1_i1"	0.737347806866783	0.547341131637498	-0.517196849744996	-0.449957193904815	-0.450829806843684
